compound_id	pert_id	smiles	SAFE
vincamine	BRD-K40902647	CCC12CCCN3CCc4c(n(c5ccccc45)C(O)(C(=O)OC)C1)C32	C127CCCN3CCc4c(n(c5ccccc45)C(O)(C6=O)C1)C32.CC7.O6C
BAPTA-AM	BRD-K40919711	CC(=O)OCOC(=O)CN(CC(=O)OCOC(C)=O)c1ccccc1OCCOc1ccccc1N(CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O	c1%10ccccc14.c15ccccc1%11.O2CO%12.C%12(=O)C6.C7C%13=O.O%13CO%14.C8C%15=O.O%15CO%16.C9C%17=O.O%17CO%18.CC2=O.N67%10.C%14(C)=O.C%19C3.N89%11.C%16(C)=O.C%18(C)=O.O%194.O35
cyanopindolol	BRD-K40965114	CC(C)(C)NCC(O)COc1cccc2[nH]c(C#N)cc12	c14cccc2[nH]c(C#N)cc12.C6C(O)C3.CC5(C)C.N56.O34
hexamethyleneamiloride	BRD-K40990712	N=C(N)NC(=O)c1nc(Cl)c(N2CCCCCC2)nc1N	c15nc(Cl)c4nc1N.N14CCCCCC1.N=C(N)N3.C35=O
parachlorophenol	BRD-K40992116	Oc1ccc(Cl)cc1	Oc1ccc(Cl)cc1
mecillinam	BRD-K41051431	CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O	CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C14.C4(=O)O
N20C	BRD-K41143549	NC(=O)CNCCC(c1ccccc1)c1ccccc1	c14ccccc1.c15ccccc1.C3CC45.NC(=O)C2.N23
fenobam	BRD-K41160163	CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1	CN1CC(=O)N=C1N2.c14cccc(Cl)c1.C23=O.N34
deoxycholic-acid	BRD-K41170226	CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C	C15CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C.CC5CCC(=O)O
valproic-acid	BRD-K41260949	CCCC(CCC)C(=O)O	CCCC(CCC)C(=O)O
ZM-306416	BRD-K41337261	COc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OC	c14cc2ncnc6c2cc15.c17ccc(Cl)cc1F.CO4.N67.O5C
balsalazide	BRD-K41410256	O=C(O)CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1	c15ccc(N=Nc2ccc(O)c6c2)cc1.O=C(O)CC4.C35=O.C6(=O)O.N34
alfaxalone	BRD-K41445866	CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C	C15CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C.CC5=O
purvalanol-b	BRD-K41564320	CC(C)C(CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1	c14nc5c2ncn8c2n1.c16ccc7c(Cl)c1.CC(C)C3CO.C7(=O)O.C8(C)C.N34.N56
SB-334867	BRD-K41567364	Cc1nc2ccc(NC(=O)Nc3ccnc4cccnc34)cc2o1	Cc1nc2ccc7cc2o1.c18ccnc2cccnc12.C56=O.N57.N68
ceramide	BRD-K41707108	CCCCCCCCCCCCCC=CC(O)C(CO)NC(C)=O	CCCCCCCCCCCCCC=3.C=3C(O)C2CO.C1(C)=O.N12
E-4031	BRD-K41713976	Cc1cccc(CCN2CCC(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)n1	Cc1cccc9n1.N14CCC7CC1.c18ccc6cc1.S5(C)(=O)=O.C9C4.C78=O.N56
triclosan	BRD-K41731458	Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl	Oc1cc(Cl)ccc12.c13ccc(Cl)cc1Cl.O23
NVP-AUY922	BRD-K41859756	CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1	c19cc7c(O)cc1O.c16noc9c1%10.c1%10ccc8cc1.N15CCOCC1.C36=O.C7(C)C.CC4.N34.C58
W-5	BRD-K41868777	NCCCCCCNS(=O)(=O)c1cccc2ccccc12	S4(=O)(=O)c1cccc2ccccc12.NCCCCCC3.N34
AS-605240	BRD-K41895714	O=C1NC(=O)C(=Cc2ccc3nccnc3c2)S1	C=4c1ccc2nccnc2c1.O=C1NC(=O)C=4S1
diphenoxylate	BRD-K41903098	CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1	C169CCN5CC1.C5CC78C#N.c19ccccc1.c17ccccc1.c18ccccc1.C36=O.CC4.O34
tyrphostin-1	BRD-K41996876	COc1ccc(C=C(C#N)C#N)cc1	c12ccc(C=3)cc1.C=3(C#N)C#N.CO2
daidzein	BRD-K42095107	O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12	O=c1c3coc2cc(O)ccc12.c13ccc(O)cc1
protriptyline	BRD-K42098891	CNCCCC1c2ccccc2C=Cc2ccccc21	C3CCC1c2ccccc2C=Cc2ccccc21.CN3
retrorsine	BRD-K42142750	CC=C1CC(C)C(O)(CO)C(=O)OCC2=CCN3CCC(OC1=O)C23	C1=4CC(C)C5(O)C(=O)OCC2=CCN3CCC(OC1=O)C23.CC=4.C5O
NNC-711	BRD-K42221274	O=C(O)C1=CCCN(CCON=C(c2ccccc2)c2ccccc2)C1	O3N=C(c1ccccc1)c1ccccc1.O=C(O)C1=CCCN4C1.C4C3
EO-1428	BRD-K42452249	Cc1ccccc1C(=O)c1ccc(Nc2ccc(Br)cc2N)cc1Cl	c16ccc3cc1Cl.c14ccc(Br)cc1N.Cc1ccccc15.C56=O.N34
CGP-57380	BRD-K42500029	Nc1ncnc2[nH]nc(Nc3ccc(F)cc3)c12	Nc1ncnc2[nH]nc4c12.c15ccc(F)cc1.N45
avrainvillamide-analog-2	BRD-K42573370	CC1(C)C2=[N+]([O-])c3cc(-c4ccccc4)ccc3C2=CC23NC(=O)C4(CCCN4C2=O)CC13	CC1(C)C2=[N+]([O-])c3cc5ccc3C2=CC23NC(=O)C4(CCCN4C2=O)CC13.c15ccccc1
Y-27152	BRD-K42679050	CC(=O)N(OCc1ccccc1)C1c2cc(C#N)ccc2OC(C)(C)C1O	CC(=O)N(O3)C1c2cc(C#N)ccc2OC(C)(C)C1O.c14ccccc1.C34
XE-991	BRD-K42748308	O=C1c2ccccc2C(Cc2ccncc2)(Cc2ccncc2)c2ccccc21	O=C1c2ccccc2C(C3)(C4)c2ccccc21.c13ccncc1.c14ccncc1
AMG-9810	BRD-K43068349	CC(C)(C)c1ccc(C=CC(=O)Nc2ccc3c(c2)OCCO3)cc1	c15ccc2c(c1)OCCO2.c17ccc(C=6)cc1.CC7(C)C.C=6C4=O.N45
myricetin	BRD-K43149758	O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12	O=c1c(O)c3oc2cc(O)cc(O)c12.c13cc(O)c(O)c(O)c1
cholic-acid	BRD-K43164539	CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	C15CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C.CC5CCC(=O)O
polydatin	BRD-K43236057	OCC1OC(Oc2cc(O)cc(C=Cc3ccc(O)cc3)c2)C(O)C(O)C1O	C17OC4C(O)C(O)C1O.c15cc(O)cc(C=6)c1.C=6c1ccc(O)cc1.OC7.O45
MDL-28170	BRD-K43245338	CC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1ccccc1	CC(C)C6C4=O.c18ccccc1.c19ccccc1.C7(C=O)C9.C23=O.N36.O25.C58.N47
Ro-04-6790	BRD-K43290182	CNc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(NC)n1	S3(=O)(=O)c1ccc(N)cc1.c14cc5nc6n1.CN4.N35.N6C
JTE-013	BRD-K43330982	Cc1nn(C)c2nc(NNC(=O)Nc3cc(Cl)nc(Cl)c3)cc(C(C)C)c12	Cc1nn(C)c2nc(NNC4=O)cc6c12.c15cc(Cl)nc(Cl)c1.C6(C)C.N45
daunorubicin	BRD-K43389675	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1	c15cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC6(O)CC3O4.C14CC(N)C(O)C(C)O1.C6(C)=O.CO5
tyrphostin-AG-527	BRD-K43405658	CC(NC(=O)C(C#N)=Cc1ccc(O)c(O)c1)c1ccccc1	C=4c1ccc(O)c(O)c1.C2(=O)C=4C#N.c15ccccc1.CC35.N23
byssochlamic-acid	BRD-K43468059	CCCC1CC2=C(CC(CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O	C14CC2=C(CC5CC3=C1C(=O)OC3=O)C(=O)OC2=O.CCC4.C5C
cortisone	BRD-K43736954	CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC23O.C3(=O)CO
dexketoprofen	BRD-K43764301	CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1	c15cccc3c1.c14ccccc1.CC5C(=O)O.C34=O
benzyl-quinazolin-4-yl-amine	BRD-K43796186	c1ccc(CNc2ncnc3ccccc23)cc1	c15ncnc2ccccc12.c1ccc6cc1.C46.N45
genistein	BRD-K43797669	O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12	O=c1c3coc2cc(O)cc(O)c12.c13ccc(O)cc1
iobenguane	BRD-K43860855	N=C(N)NCc1cccc(I)c1	c13cccc(I)c1.N=C(N)N2.C23
pregnenolone	BRD-K43880410	CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	C15CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C.CC5=O
dopamine	BRD-K43887077	NCCc1ccc(O)c(O)c1	c12ccc(O)c(O)c1.NCC2
PIT	BRD-K43978949	O=C1C(c2ccccn2)=[N+]([O-])c2ccccc21	O=C1C(c2ccccn2)=[N+]([O-])c2ccccc21
flufenamic-acid	BRD-K44067360	O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1	c14ccccc12.c13cccc5c1.C5(F)(F)F.O=C4O.N23
Y-27632	BRD-K44084986	CC(N)C1CCC(C(=O)Nc2ccncc2)CC1	C16CCC5CC1.c14ccncc1.CC6N.C35=O.N34
tacrolimus	BRD-K44094599	C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC	C18C=C(C)CC(C)CC4C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C=7C)C(C)C(O)CC1=O)C(C)CC26.C=7C1CCC(O)C5C1.C=CC8.O4C.O5C.O6C
nateglinide	BRD-K44353683	CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1	C16CCC5CC1.C4(C7)C(=O)O.c17ccccc1.CC6C.C35=O.N34
VU-0418946-1	BRD-K44432556	c1ccc(-c2ccc(CNc3nc(-c4ccccn4)nnc3-c3ccccc3)cc2)cc1	c16nc8nnc19.c1%10ccc7cc1.c1ccc%10cc1.c18ccccn1.c19ccccc1.C57.N56
pidotimod	BRD-K44442813	O=C1CCC(C(=O)N2CSCC2C(=O)O)N1	O=C1CCC4N1.N13CSCC15.C34=O.C5(=O)O
enalapril	BRD-K44497846	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O	C2(=O)C5CC8.c18ccccc1.N13CCCC17.C6(C)C3=O.C7(=O)O.CC4.O24.N56
miglitol	BRD-K44779798	OCCN1CC(O)C(O)C(O)C1CO	N12CC(O)C(O)C(O)C13.OCC2.C3O
capsazepine	BRD-K44849676	Oc1cc2c(cc1O)CN(C(=S)NCCc1ccc(Cl)cc1)CCC2	Oc1cc2c(cc1O)CN(C(=S)N3)CCC2.c14ccc(Cl)cc1.C3C4
zolpidem	BRD-K44876623	Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1	c16nc2ccc(C)cn2c15.Cc1ccc6cc1.C5C4=O.N4(C)C
Ro-16-6941	BRD-K44899736	NCCNC(=O)c1ccc(Cl)cc1	c14ccc(Cl)cc1.NCC3.C24=O.N23
famciclovir	BRD-K45033733	CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O	n17cnc2cnc(N)nc21.C5C(C6)CC7.CC3=O.C4(C)=O.O35.O46
W-13	BRD-K45068323	NCCCCNS(=O)(=O)c1ccc2c(Cl)cccc2c1	S4(=O)(=O)c1ccc2c(Cl)cccc2c1.NCCCC3.N34
Y-26763	BRD-K45117373	CC(=O)N(O)C1c2cc(C#N)ccc2OC(C)(C)C1O	CC(=O)N(O)C1c2cc(C#N)ccc2OC(C)(C)C1O
valsartan	BRD-K45158365	CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C	c16ccc8cc1.c18ccccc17.C5(C(=O)O)C(C)C.CCCCC3=O.c17nn[nH]n1.N345.C46
clofibrate	BRD-K45252063	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	c15ccc(Cl)cc1.C2(=O)C4(C)C.CC3.O23.O45
ZD-7114	BRD-K45296539	COCCNC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1	c1%10ccc%11cc1.c1%12ccccc1.C5C(O)C9.C3(=O)C7.C6C%13.C8C4.CO6.N3%13.O7%10.O8%11.N45.O9%12
diethylstilbestrol	BRD-K45330754	CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1	CCC=2c1ccc(O)cc1.C=2(CC)c1ccc(O)cc1
betulinic-acid	BRD-K45401373	C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12	C=C(C)C1CCC26CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12.C6(=O)O
SCH-23390	BRD-K45435259	CN1CCc2cc(Cl)c(O)cc2C(c2ccccc2)C1	CN1CCc2cc(Cl)c(O)cc2C(c2ccccc2)C1
JZL-184	BRD-K45446451	O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCC(C(O)(c2ccc3c(c2)OCO3)c2ccc3c(c2)OCO3)CC1	c16ccc([N+](=O)[O-])cc1.c18ccc2c(c1)OCO2.c19ccc2c(c1)OCO2.N15CCC7CC1.C789O.O=C45.O46
BP-554	BRD-K45479396	c1ccc(N2CCN(CCCOc3ccc4c(c3)OCO4)CC2)cc1	c16ccc2c(c1)OCO2.N18CCN7CC1.c1ccc8cc1.C7CC5.O56
diethylcarbamazine	BRD-K45542189	CCN(CC)C(=O)N1CCN(C)CC1	N13CCN(C)CC1.N245.C23=O.CC4.C5C
azaperone	BRD-K45861246	O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1	N13CCN4CC1.c15ccc(F)cc1.O=C5CCC3.c14ccccn1
tetramethylsilane	BRD-K45988865	COc1cc(C=Cc2ccc(OC)cc2OC)cc(OC)c1	c13cc6cc(C=7)c1.C=7c1ccc4cc15.CO3.O4C.O5C.O6C
bezafibrate	BRD-K46018455	CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O	c15ccc8cc1.c17ccc(Cl)cc1.CC4(C)C(=O)O.C8C6.C37=O.O45.N36
AZD-7762	BRD-K46056750	NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)NC1CCCNC1	c15cc8sc17.c18cccc(F)c1.C16CCCNC1.NC3=O.C47=O.N35.N46
eugenitol	BRD-K46068882	Cc1cc(=O)c2c(O)c(C)c(O)cc2o1	Cc1cc(=O)c2c(O)c(C)c(O)cc2o1
prednicarbate	BRD-K46137903	CCOC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C	C19%11CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C.C%11(=O)C%10.C7(=O)CC.C56=O.CC8.O58.O69.O7%10
RS-67333	BRD-K46142322	CCCCN1CCC(CCC(=O)c2cc(Cl)c(N)cc2OC)CC1	c15cc(Cl)c(N)cc13.N14CCC6CC1.C6CC5=O.CCCC4.O3C
tolazoline	BRD-K46211610	c1ccc(CC2=NCCN2)cc1	c1ccc3cc1.C3C1=NCCN1
voriconazole	BRD-K46212057	CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F	c14ccc(F)cc1F.CC3C4(O)C2.c13ncncc1F.n12cncn1
proadifen	BRD-K46317332	CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1	CCCC78C2=O.c17ccccc1.c18ccccc1.C3C4.N456.O23.C5C.C6C
O-3M3FBS	BRD-K46384212	Cc1cc(C)c(S(=O)(=O)Nc2ccccc2C(F)(F)F)c(C)c1	Cc1cc(C)c(S3(=O)=O)c(C)c1.c14ccccc15.C5(F)(F)F.N34
hymecromone	BRD-K46424862	Cc1cc(=O)oc2cc(O)ccc12	Cc1cc(=O)oc2cc(O)ccc12
valaciclovir	BRD-K46435977	CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21	n16cnc2c(=O)[nH]c(N)nc21.CC(C)C(N)C3=O.C4C5.O5C6.O34
GR-55562	BRD-K46441700	CN(C)CCCc1cc(C(=O)Nc2ccc(-c3ccncc3)cc2)ccc1O	c18cc7ccc1O.c16ccc9cc1.c19ccncc1.C5CC8.CN5C.C47=O.N46
SCH-442416	BRD-K46469693	COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1	n16ncc2c1nc(N)n1nc8nc21.c15ccc7cc1.c18ccco1.C7CC6.CO5
potassium-canrenoate	BRD-K46556543	CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)O	CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC23O.C3CC(=O)O
RHO-kinase-inhibitor-II	BRD-K46678324	O=C(Nc1ccncc1)Nc1c(Cl)cc(Cl)cc1Cl	c15c(Cl)cc(Cl)cc1Cl.c14ccncc1.O=C23.N24.N35
alosetron	BRD-K46742498	Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O	N14CCc2c(c3ccccc3n2C)C1=O.Cc1[nH]cnc15.C45
S-14506	BRD-K46766488	COc1ccc2cccc(N3CCN(CCNC(=O)c4ccc(F)cc4)CC3)c2c1	c16ccc2cccc9c2c1.N19CCN7CC1.c1%10ccc(F)cc1.C7C8.C5%10=O.CO6.N58
metyrapone	BRD-K46862739	CC(C)(C(=O)c1cccnc1)c1cccnc1	CC3(C)C2=O.c12cccnc1.c13cccnc1
phenazone	BRD-K46937689	Cc1cc(=O)n(-c2ccccc2)n1C	Cc1cc(=O)n3n1C.c13ccccc1
KI-8751	BRD-K47150025	COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC	c17cc2nccc8c2cc1%10.c19ccc%11c(F)c1.c1%12ccc(F)cc1F.C56=O.CO7.O89.N5%11.N6%12.O%10C
icosapent	BRD-K47192521	CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O	C=5CCCC(=O)O.C=1CC=2.C=2CC=3.C=3CC=4.C=4CC=5.CCC=1
zimelidine	BRD-K47207162	CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1	C=3(c1ccc(Br)cc1)c1cccnc1.CN2C.C2C=3
diphenhydramine	BRD-K47278471	CN(C)CCOC(c1ccccc1)c1ccccc1	c15ccccc1.c16ccccc1.CN4C.C4C2.C356.O23
methapyrilene	BRD-K47323024	CN(C)CCN(Cc1cccs1)c1ccccn1	c15ccccn1.c16cccs1.CN2C.C2C3.N345.C46
lysylphenylalanyl-tyrosine	BRD-K47328134	NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O	NCCCCC(N)C2=O.c17ccc(O)cc1.C4(C6)C3=O.c16ccccc1.C5(C7)C(=O)O.N24.N35
tetradecylthioacetic-acid	BRD-K47539947	CCCCCCCCCCCCCCSCC(=O)O	CCCCCCCCCCCCCC1.C2C(=O)O.S12
PP-1	BRD-K47598052	Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1	c15nn4c2ncnc(N)c12.Cc1ccc5cc1.C4(C)(C)C
bromhexine	BRD-K47631482	CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1	c14cc(Br)cc(Br)c1N.C13CCCCC1.CN23.C24
flavoxate	BRD-K47639036	Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O	Cc1c8oc2c7cccc2c1=O.c18ccccc1.N16CCCCC1.C47=O.C5C6.O45
EMD-386088	BRD-K47659338	Cc1[nH]c2ccc(Cl)cc2c1C1=CCNCC1	Cc1[nH]c2ccc(Cl)cc2c1C1=CCNCC1
bromfenac	BRD-K47679368	Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1	Nc1c2cccc14.c13ccc(Br)cc1.C4C(=O)O.C23=O
evoxine	BRD-K47693913	COc1c2ccoc2nc2c(OC)c(OCC(O)C(C)(C)O)ccc12	c14c2ccoc2nc2c5c6ccc12.C3C(O)C(C)(C)O.CO4.O5C.O36
